0,0,0
0,0,0.00752839
0.00208512,0.00826375,0.00475749
-0.0188262,0.0345843,0.000697406
-0.0200486,0.035948,-7.37977e-020
-0.0217146,0.0378064,0.000950449
-0.0255321,0.0413385,0.00157357
-0.0205187,0.0319808,0.00996472
-0.0197342,0.035558,-3.74389e-019
-0.0197079,0.0356781,0.000334345
-0.0207574,0.0382448,0.00521221
-0.0324284,0.038299,0.0188234
-0.0470923,0.0373964,0.0184062
-0.0531603,0.0363748,0.0197372
-0.0570869,0.0341893,0.022202
-0.061891,0.0276623,0.025
-0.0630516,0.0260853,0.024324
-0.065375,0.0194569,0.0229938
-0.0712458,-0.00359859,0.023979
-0.0705631,-0.00988313,0.0249839
-0.070202,-0.0110603,0.025
-0.0678452,-0.0187424,0.0248948
-0.0676045,-0.0190384,0.025
-0.0600088,-0.0283806,0.0216807
-0.0518238,-0.0230953,0.01271
-0.0478163,-0.0204232,0.010784
-0.0416567,-0.0146768,0.00986304
-0.0357453,-0.00693334,0.0106158
-0.038335,0.000710616,0.0117642
-0.0449745,0.0119709,0.008831
-0.0480308,0.0170506,0.0120498
-0.052535,0.0216471,0.0146412
-0.0568489,0.0139574,0.00661354
-0.0595985,0.00850099,0.00422944
-0.0578354,0.0052868,-1.68983e-019
-0.0578294,0.00527571,1.45937e-005
-0.0545166,0.00129561,0.00395562
-0.0472285,-0.00450544,0.00808252
-0.0362322,-0.0060556,0.00888246
-0.0338815,-0.00175736,0.00816939
-0.034768,0.000772171,0.0144188
-0.0416226,-0.00225751,0.0189607
-0.0464664,-0.00558038,0.0211096
-0.0498922,-0.0112834,0.0212489
-0.0508337,-0.0148489,0.0248606
-0.0507941,-0.0150049,0.025
-0.0469418,-0.030187,0.0348689
-0.0241875,-0.0392951,0.0447368
-0.0240373,-0.0370263,0.0578179
-0.0243339,-0.0310736,0.0651028
-0.0621116,-0.0456496,0.0850638
-0.0644438,-0.0556629,0.0961955
-0.0577857,-0.0542028,0.106761
-0.0584737,-0.0541662,0.115
-0.0586829,-0.0541551,0.117618
-0.0575458,-0.0554798,0.126573
-0.0539817,-0.0529348,0.146023
-0.0546179,-0.0480708,0.163184
-0.0595144,-0.038065,0.188355
-0.0688134,-0.0339631,0.181102
-0.082525,-0.0285413,0.174559
-0.104666,-0.0460678,0.163158
-0.098912,-0.0716804,0.164253
-0.090283,-0.0875157,0.162799
-0.0766151,-0.0963342,0.16922
-0.0741142,-0.0906286,0.18056
-0.0763121,-0.0887334,0.189358
-0.0872773,-0.108573,0.191517
-0.0906713,-0.118833,0.19635
-0.0817459,-0.155228,0.195708
-0.0784159,-0.13825,0.200304
-0.0882523,-0.122937,0.199459
-0.127908,-0.085507,0.197426
-0.138025,-0.0790993,0.199426
-0.164102,-0.0683702,0.210989
-0.172589,-0.0703853,0.205774
-0.190343,-0.0771746,0.203429
-0.199124,-0.0825771,0.202309
-0.201652,-0.0865797,0.188418
-0.199601,-0.0917837,0.179453
-0.173876,-0.101279,0.162831
-0.16255,-0.101745,0.154074
-0.149124,-0.0914189,0.152349
-0.14212,-0.0815893,0.151402
-0.139448,-0.066933,0.168587
-0.143399,-0.0465915,0.180888
-0.147344,-0.0380665,0.195269
-0.156045,-0.0319274,0.204134
-0.162678,-0.0283618,0.212763
-0.173055,-0.0240514,0.234697
-0.187054,-0.0227801,0.256986
-0.197468,-0.0253524,0.269643
-0.187136,-0.0298034,0.29
-0.171377,-0.0365926,0.320761
-0.159644,-0.0376864,0.328869
-0.149725,-0.0301511,0.337423
-0.140555,-0.018777,0.344879
-0.128878,-0.00087767,0.354253
-0.122778,0.0187057,0.362237
-0.121021,0.0274661,0.366503
-0.117212,0.0576823,0.376954
-0.125422,0.0617925,0.38
-0.125661,0.0619119,0.380095
-0.145422,0.0596602,0.395173
-0.154264,0.0566019,0.397456
-0.146228,0.0529154,0.391967
-0.139507,0.0563767,0.38525
-0.129574,0.0740164,0.380897
-0.129517,0.0758982,0.38
-0.129269,0.0842235,0.383969
-0.130225,0.108671,0.411056
